#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_3690	5	420962	420964	0.563	-0.174	-0.192
CL_3691	5	1517470	1517472	1.233	-0.542	0.596
CL_3692	5	1407322	1407324	0.924	-0.943	1.432
CL_3693	5	1011820	1011822	0.482	-1.84	1.015
CL_3694	5	1368453	1368455	0.958	-0.57	0.468
CL_3695	5	538675	538677	0.754	-1.599	0.475
CL_3696	5	529950	529952	-1.014	1.104	-0.735
CL_3697	5	539908	539910	-0.692	1.306	-0.31
CL_3698	5	1291113	1291115	1.073	-0.93	0.966
CL_3699	5	1527442	1527444	1.711	-1.368	1.171
CL_3700	5	801624	801626	-0.236	-0.554	-0.106
CL_3701	5	941760	941762	0.465	-1.072	0.973
CL_3702	5	1235189	1235191	-3.504	0.995	-2.952
CL_3703	5	1608278	1608280	0.765	-0.704	1.644
CL_3704	5	709885	709887	1.07	-1.057	1.241
CL_3705	5	1323626	1323628	1.039	-1.649	1.132
CL_3706	5	1151823	1151825	-0.266	0.04	0.055
CL_3707	5	1440251	1440253	1.456	-0.731	1.819
CL_3708	5	738826	738828	0.81	-0.243	0.022
CL_3709	5	1591455	1591457	0.196	-0.578	0.96
CL_3710	5	974267	974269	0.132	-1.34	0.379
CL_3711	5	1234914	1234916	0.564	-0.059	1.388
CL_3712	5	1674937	1674939	0.339	-1.175	0.646
CL_3713	5	665039	665041	0.117	-1.138	-0.538
CL_3714	5	1332580	1332582	-1.355	1.357	-1.061
CL_3715	5	1333952	1333954	0.528	-0.901	0.757
CL_3716	5	546211	546213	-2.65	2.284	-1.546
CL_3717	5	492543	492545	-1.225	0.935	-1.088
CL_3718	5	426786	426788	-1.394	0.347	-1.627
CL_3720	5	1367070	1367072	1.618	-1.189	1.269
CL_3721	5	1008249	1008251	-0.194	0.318	-0.724
CL_3722	5	1766174	1766176	0.174	-0.126	0.784
CL_3723	5	1152752	1152754	-0.077	-1.409	-0.301
CL_3724	5	1551420	1551422	-2.257	1.326	-1.739
CL_3725	5	908113	908115	-2.607	2.674	-0.953
CL_3726	5	1799121	1799123	1.222	-0.522	0.645
CL_3727	5	534821	534823	0.01	-0.153	0.556
CL_3728	5	546624	546626	0.284	0.054	-0.051
CL_3729	5	733250	733252	-1.796	0.972	-1.501
CL_3730	5	1566454	1566456	0.259	-0.236	0.375
CL_3731	5	1170822	1170824	0.036	0.493	0.142
CL_3732	5	1440441	1440443	0.576	-0.747	0.866
CL_3733	5	1233328	1233330	0.602	-1.499	0.353
CL_3734	5	733830	733832	-2.261	1.971	-1.534
CL_3735	5	1491646	1491648	-2.99	3.242	-2.098
CL_3736	5	1142458	1142460	-2.39	1.361	-0.914
CL_3737	5	966495	966497	-0.02	-0.016	0.895
CL_3738	5	464166	464168	-0.885	0.959	-1.56
CL_3739	5	570795	570797	-0.577	-0.471	-0.244
CL_3740	5	1175211	1175213	1.752	-1.21	1.273
CL_3741	5	725522	725524	0.405	-0.691	0.853
CL_3742	5	1717883	1717885	0.337	-0.247	0.561
CL_3743	5	1417531	1417533	0.708	-1.062	0.061
CL_3744	5	1167614	1167616	0.066	0.472	0.291
CL_3745	5	1856644	1856646	0.543	0.025	0.133
CL_3746	5	1477707	1477709	1.832	-0.672	1.507
CL_3747	5	639015	639017	0.047	-0.75	-0.804
CL_3748	5	1705613	1705615	0.804	-0.981	0.737
CL_3749	5	813736	813738	0.408	-1.355	0.559
CL_3750	5	1551629	1551631	0.059	-0.247	0.803
CL_3751	5	1515912	1515914	-0.372	-0.014	-0.642
CL_3752	5	1379025	1379027	0.196	-0.4	0.853
CL_3753	5	1498100	1498102	-0.136	-1.387	-0.341
CL_3754	5	1854836	1854838	1.188	-0.29	1.17
CL_3755	5	866704	866706	0.01	-0.69	-0.362
CL_3756	5	547321	547323	-0.08	-0.176	-0.368
CL_3757	5	1683017	1683019	-0.007	-0.172	0.587
CL_3758	5	1131226	1131228	-0.488	0.939	-0.678
CL_3759	5	1356403	1356405	-0.005	-0.375	0.122
CL_3760	5	575637	575639	-0.908	1.476	-1.1
CL_3761	5	649078	649080	-0.699	-0.316	-0.335
CL_3762	5	771908	771910	-0.315	0.2	-0.09
CL_3763	5	1019615	1019617	-1.384	1.179	-1.287
CL_3764	5	1247590	1247592	0.421	-0.813	-0.434
CL_3765	5	1822387	1822389	1.262	-1.091	1.422
CL_3766	5	2060854	2060856	0.208	-0.508	-0.127
CL_3767	5	946549	946551	-0.949	0.177	-0.62
CL_3768	5	2018349	2018351	0.582	-1.002	-0.297
CL_3769	5	1798463	1798465	0.715	-0.816	0.24
CL_3770	5	1038436	1038438	-0.037	-0.56	-0.27
CL_3771	5	1384091	1384093	-0.542	0.834	-1.004
CL_3772	5	1981588	1981590	0.003	-0.593	0.306
CL_3773	5	938108	938110	0.332	-1.643	0.427
CL_3774	5	1071248	1071250	0.953	-1.45	0.571
CL_3775	5	1230017	1230019	-0.963	0.445	-0.1
CL_3776	5	926864	926866	1.366	-1.758	1.073
CL_3778	5	2001715	2001717	-0.773	0.635	-0.949
CL_3779	5	1141071	1141073	1.124	-1.752	1.474
CL_3780	5	1976790	1976792	0.004	-1.489	-0.232
CL_3781	5	1614089	1614091	-0.064	-0.356	0.134
CL_3782	5	1908023	1908025	0.359	-0.761	1.029
CL_3783	5	1744987	1744989	-2.085	2.773	-1.492
CL_3784	5	2111172	2111174	-1.077	-0.455	-0.747
CL_3785	5	1998912	1998914	0.505	-0.547	1.27
CL_3786	5	1428285	1428287	1.329	-1.148	1.757
CL_3787	5	945540	945542	0.968	-1.085	1.48
CL_3789	5	754818	754820	0.459	-0.632	1.032
CL_3790	5	1696986	1696988	-0.738	0.799	-0.563
CL_3791	5	584225	584227	-1.247	1.24	-0.797
CL_3792	5	1778631	1778633	1.515	-0.79	1.766
CL_3793	5	1583672	1583674	-0.112	-0.596	-0.231
CL_3794	5	1472238	1472240	-0.634	-0.663	0.314
CL_3795	5	1988311	1988313	-0.87	1.003	-0.435
CL_3796	5	1189505	1189507	0.206	-0.328	0.981
CL_3797	5	787986	787988	0.144	0.048	0.28
CL_3798	5	1183042	1183044	-1.765	1.687	-1.838
CL_3799	5	1471812	1471814	-0.061	-0.147	0.377
CL_3800	5	1132604	1132606	0.465	-1.242	0.537
CL_3802	5	2077997	2077999	0.427	-1.408	0.646
CL_3803	5	815191	815193	-0.215	-0.145	0.315
CL_3804	5	1240682	1240684	0.342	-0.292	0.11
CL_3805	6	4415	4417	1.215	-1.329	0.29
CL_3806	6	5821	5823	-0.527	0.16	-1.441
CL_3807	6	15701	15703	-1.853	2.51	-3.264
CL_3808	6	26022	26024	-1.42	0.818	-2.062
CL_3809	6	28521	28523	-0.24	-0.027	-0.074
CL_3810	6	11070	11072	0.72	-1.154	-0.907
CL_3812	6	17463	17465	-0.189	-0.529	0.086
CL_3813	6	30754	30756	0.969	-1.315	-0.431
CL_3814	6	41354	41356	0.751	-0.544	-0.038
CL_3816	6	48046	48048	1.623	-0.966	0.306
CL_3817	6	48856	48858	0.903	-0.455	0.106
CL_3818	6	37385	37387	-1.252	0.327	-1.668
CL_3819	6	32538	32540	-2.89	3.818	-2.618
CL_3820	6	91621	91623	0.989	-1.196	0.458
CL_3821	6	51123	51125	-1.089	0.824	-2.457
CL_3822	6	115611	115613	1.103	-1.027	0.049
CL_3823	6	65468	65470	-0.071	-0.446	-0.583
CL_3824	6	128079	128081	-1.565	0.303	-3.083
CL_3825	6	60723	60725	-0.033	-1.422	-0.73
CL_3826	6	109423	109425	1.184	-1.085	0
CL_3827	6	157405	157407	-0.956	1.288	-1.21
CL_3828	6	180434	180436	-0.433	0.454	-0.695
CL_3829	6	66129	66131	-2.18	1.228	-2.107
CL_3830	6	67444	67446	0.252	1.271	0.023
CL_3831	6	88094	88096	-0.448	-0.52	-1.041
CL_3832	6	200980	200982	0.449	-0.69	-0.296
CL_3833	6	109014	109016	0.043	-0.359	0.372
CL_3834	6	91528	91530	0.316	0.178	-0.627
CL_3835	6	90792	90794	-3.558	3.689	-2.847
CL_3836	6	204901	204903	-1.013	1.292	-1.506
CL_3837	6	230473	230475	0.91	-0.8	0.28
CL_3838	6	100092	100094	-3.46	3.184	-4.513
CL_3839	6	133793	133795	1.081	-2.164	0.271
CL_3840	6	96133	96135	0.585	-0.779	-0.893
CL_3841	6	291557	291559	1.068	-1.651	-0.201
CL_3842	6	248031	248033	-0.102	0.388	-0.617
CL_3843	6	303576	303578	0.079	-1.681	-0.524
CL_3844	6	209601	209603	-1.686	1.764	-3.213
CL_3845	6	204587	204589	0.222	-0.618	-0.424
CL_3846	6	243135	243137	-0.691	0.456	-1.396
CL_3847	6	339363	339365	-0.386	0.431	0.224
CL_3848	6	223532	223534	0.753	-1.354	1.058
CL_3849	6	269851	269853	-0.233	-0.288	-0.361
CL_3850	6	96592	96594	0.379	-1.111	0.482
CL_3851	6	256653	256655	0.113	-1.427	-0.446
CL_3852	6	125471	125473	-0.499	1.281	-2.095
CL_3853	6	286174	286176	-0.231	-0.552	-1.25
CL_3854	6	164632	164634	-1.769	0.638	-3.343
CL_3855	6	155559	155561	-1.353	0.012	-0.692
CL_3856	6	294970	294972	0.387	0.1	-0.299
CL_3857	6	201949	201951	0.084	-0.166	-0.274
CL_3858	6	330064	330066	-0.898	0.329	-1.913
CL_3859	6	169410	169412	0.025	-0.019	-0.877
CL_3860	6	109081	109083	0.624	-0.205	0.223
CL_3861	6	154458	154460	-0.235	0.431	-1.255
CL_3862	6	209659	209661	-0.592	0.327	-1.016
CL_3863	6	297636	297638	-1.099	0.567	-1.492
CL_3864	6	166479	166481	-0.949	1.449	-0.774
CL_3865	6	382479	382481	-0.622	0.437	-0.852
CL_3866	6	329612	329614	0.373	-0.168	-0.294
CL_3867	6	395417	395419	-0.651	0.147	-0.054
CL_3868	6	385760	385762	-0.193	0.741	-0.461
CL_3869	6	378900	378902	1.009	-0.865	0.379
CL_3870	6	290520	290522	-1.756	1.52	-1.591
CL_3871	6	186264	186266	0.58	-1.254	0.098
CL_3872	6	255072	255074	-0.634	-2.14	-1.245
CL_3873	6	369688	369690	1.546	-0.858	0.003
CL_3874	6	121214	121216	0.36	0.397	0.038
CL_3876	6	326512	326514	-0.034	-0.466	-0.764
CL_3877	6	302225	302227	0.532	-1.583	0.887
CL_3878	6	295939	295941	0.655	-1.066	0.354
CL_3879	6	171405	171407	-0.925	1.484	-1.922
CL_3880	6	318303	318305	-0.063	0.414	-0.514
CL_3881	6	371884	371886	0.064	-0.667	-0.742
CL_3882	6	413024	413026	1.739	-0.918	1.114
CL_3883	6	193501	193503	0.586	-1.453	-0.769
CL_3884	6	129627	129629	1.625	-2.407	1.597
CL_3885	6	199581	199583	-0.361	0.209	-1.456
CL_3886	6	373402	373404	-0.133	-0.21	-0.544
CL_3887	6	152298	152300	0.518	-0.422	0.229
CL_3888	6	367772	367774	-2.517	1.571	-2.969
CL_3889	6	431730	431732	-1.733	1.885	-1.835
CL_3890	6	323307	323309	-2.743	2.02	-2.949
CL_3891	6	172887	172889	-1.885	2.725	-2.844
CL_3892	6	109043	109045	1.57	-1.411	0.426
CL_3893	6	372989	372991	1.173	-0.828	1.027
CL_3894	6	182796	182798	0.102	0.632	-1.323
CL_3895	6	171436	171438	-0.236	0.227	-0.965
CL_3896	6	168959	168961	-0.116	-0.146	0.261
CL_3897	6	311146	311148	-0.365	0.388	-1.927
CL_3898	6	425073	425075	-0.917	-0.389	-2.035
CL_3899	6	306343	306345	1.087	-1.467	-0.099
CL_3900	6	297046	297048	0.6	-1.004	-0.761
CL_3901	6	381410	381412	0.038	-0.518	-0.48
CL_3902	6	240981	240983	-1.456	2.577	-2.376
CL_3903	6	401407	401409	0.169	0.87	-0.566
CL_3904	6	373380	373382	1.565	-2.229	0.01
CL_3905	6	256645	256647	0.051	-0.916	-0.156
CL_3906	6	488765	488767	0.686	-0.699	0.415
CL_3907	6	317449	317451	-2.563	2.137	-3.902
CL_3908	6	508967	508969	0.319	-1.188	-0.833
CL_3909	6	230533	230535	-1.029	-0.441	-0.433
CL_3910	6	327416	327418	-0.135	0.012	-1.114
CL_3911	6	166864	166866	-0.046	-0.714	-0.049
CL_3912	6	236045	236047	-2.86	2.59	-2.439
CL_3913	6	402793	402795	0.319	-0.527	0.256
CL_3914	6	211644	211646	1.054	-1.424	0.605
CL_3915	6	261828	261830	0.98	-1.13	0.412
CL_3916	6	546685	546687	0.568	0.158	-0.226
CL_3917	6	465429	465431	0.101	-0.607	-0.724
CL_3918	6	428403	428405	0.168	0.404	0.201
CL_3919	6	274381	274383	1.307	-1.516	0.461
CL_3920	6	484737	484739	-0.024	0.637	-0.737
CL_3921	6	146453	146455	0.237	-0.643	-0.461
CL_3922	6	363659	363661	1.196	-1.512	-0.349
CL_3923	6	442032	442034	-0.515	0.323	-2.118
CL_3924	6	417598	417600	0.249	-1.63	0.698
CL_3925	6	536589	536591	1.353	-1.1	0.407
CL_3926	6	674222	674224	0.311	-0.885	-0.291
CL_3927	6	439651	439653	-0.325	0.602	-1.565
CL_3929	6	493434	493436	0.648	-0.231	0.148
CL_3930	6	663300	663302	0.816	-1.17	0.317
CL_3931	6	485127	485129	-0.228	-0.35	-1.969
CL_3932	6	476193	476195	1.931	-1.164	1.349
CL_3933	6	501348	501350	1.04	-1.195	-0.054
CL_3934	6	659107	659109	0.372	-1.032	-1.106
CL_3935	6	604532	604534	-0.193	-0.128	-0.702
CL_3936	6	863821	863823	0.092	0.288	-0.648
CL_3938	6	760227	760229	-3.36	3.502	-3.106
CL_3939	6	864721	864723	0.862	-0.432	0.093
CL_3940	6	792911	792913	0.465	-0.299	-0.24
CL_3942	6	490281	490283	1.76	-1.397	0.61
CL_3943	6	777130	777132	1.815	-1.29	1.21
CL_3944	6	712196	712198	-0.798	1.137	-2.104
CL_3945	6	741223	741225	0.61	-1.269	0.58
CL_3946	6	532233	532235	-0.686	-0.325	-0.448
CL_3947	6	886236	886238	0.525	-0.295	0.485
CL_3948	6	902620	902622	0.546	-1.103	0.111
CL_3949	6	854030	854032	1.173	-1.184	0.151
CL_3950	6	644458	644460	-1.777	0.754	-2.284
CL_3951	6	403289	403291	-0.264	0.029	-0.495
CL_3952	6	638711	638713	0.286	-1.292	0.264
CL_3953	6	829837	829839	-0.177	-0.213	-0.824
CL_3954	6	723702	723704	0.002	-1.209	-0.098
CL_3955	6	599325	599327	0.749	-0.619	-0.17
CL_3956	6	506111	506113	-1.184	2.234	-2.212
CL_3958	6	643924	643926	-3.606	3	-3.852
CL_3959	6	570532	570534	-0.076	0.273	-0.177
CL_3960	6	975450	975452	0.41	-1.225	0.085
CL_3961	6	1032090	1032092	-0.255	-0.022	-0.96
CL_3962	6	745575	745577	-0.721	0.782	-1.139
CL_3963	6	569039	569041	-0.658	0.312	-0.803
CL_3964	6	809657	809659	0.167	-0.416	1.153
CL_3965	6	1031420	1031422	-2.675	2.414	-1.558
CL_3966	6	415716	415718	0.842	0.089	0.256
CL_3967	6	572555	572557	0.717	-0.196	-0.296
CL_3968	6	311862	311864	0.972	-0.744	0.834
CL_3969	6	1039949	1039951	0.345	-0.655	-0.536
CL_3970	6	1220916	1220918	-1.463	1.338	-1.892
CL_3971	6	705791	705793	0.165	-0.491	0.223
CL_3972	6	1247521	1247523	0.337	0.046	-0.375
CL_3973	6	464397	464399	1.734	-1.097	1.668
CL_3974	6	760614	760616	-0.389	0.824	-1.141
CL_3975	6	576737	576739	-1.844	1.617	-2.176
CL_3976	6	1031604	1031606	0.742	0.084	0.341
CL_3977	6	978757	978759	-0.247	-0.807	0.608
CL_3978	6	561467	561469	0.614	-0.402	-0.408
CL_3979	6	1264481	1264483	0.579	-0.526	-0.196
CL_3980	6	1292578	1292580	1.008	-0.579	-0.06
CL_3981	6	947855	947857	-0.048	-0.581	-0.789
CL_3982	6	666520	666522	-0.719	0.163	-2.503
CL_3983	6	1403423	1403425	1.233	-0.212	0.665
CL_3984	6	661890	661892	-1.755	2.114	-1.263
CL_3985	6	956946	956948	1.244	-0.447	1.073
CL_3986	6	1417965	1417967	-1.252	0.922	-1.236
CL_3987	6	1201575	1201577	0.538	-0.135	-0.193
CL_3988	6	1432993	1432995	0.916	-0.873	0.359
CL_3989	6	1042662	1042664	0.199	-0.861	-0.596
CL_3990	6	700080	700082	1.308	-1.111	1.683
CL_3991	6	839151	839153	0.911	-0.602	-0.317
CL_3992	6	1022062	1022064	-0.117	-0.433	0.359
CL_3993	6	828795	828797	-0.188	-0.954	0.003
CL_3994	6	1024154	1024156	-0.005	-0.6	-0.901
CL_3995	6	357465	357467	0.848	0.125	0.089
CL_3996	6	1206947	1206949	-0.081	-0.289	-1.203
CL_3997	6	1042289	1042291	-1.341	1.42	-1.212
CL_3998	6	580920	580922	0.659	-0.055	0.55
CL_3999	6	592091	592093	0.248	-0.63	0.14
CL_4000	6	620861	620863	0.047	-0.234	0.051
CL_4002	6	1241627	1241629	-1.344	1.432	-1.609
CL_4003	6	587400	587402	0.85	-1.013	0.286
CL_4004	6	679885	679887	-0.437	-0.455	-1.254
CL_4005	6	1313633	1313635	1.118	-1.569	0.089
CL_4006	6	785109	785111	-1.019	-0.448	-0.737
CL_4007	6	680313	680315	0.807	-0.845	0.174
CL_4008	6	1068285	1068287	-0.413	0.417	-1.134
CL_4009	6	1278279	1278281	0.299	-1.002	-0.544
CL_4010	6	1055774	1055776	0.879	-0.202	-0.016
CL_4011	6	383842	383844	0.51	-0.31	-0.458
CL_4012	6	996563	996565	-0.281	0.111	-0.137
CL_4013	6	1236074	1236076	0.583	-0.381	-0.752
CL_4014	6	406629	406631	1.736	-1.951	0.377
CL_4015	6	1019755	1019757	0.264	-0.876	-0.677
CL_4016	6	1239229	1239231	-0.107	0.081	-0.384
CL_4017	6	1417739	1417741	1.15	-0.694	0.492
CL_4018	6	838154	838156	-0.399	-0.009	-0.117
CL_4019	6	1632908	1632910	1.872	-1.578	0.323
CL_4020	6	573152	573154	-1.809	2.023	-2.366
CL_4022	6	934336	934338	1.116	-0.822	0.856
CL_4023	6	592120	592122	0.28	-0.325	-0.344
CL_4024	6	1025267	1025269	1.44	-0.798	0.96
CL_4026	6	821311	821313	-0.379	0.244	-1.745
CL_4027	6	1133618	1133620	0.194	-0.59	-0.642
CL_4028	6	1448534	1448536	0.912	-0.98	-0.527
CL_4029	6	1337754	1337756	0.631	-1.469	-0.077
CL_4030	6	1424951	1424953	0.364	-0.603	0.161
CL_4031	6	1008501	1008503	0.933	-0.221	0.906
CL_4032	6	658587	658589	1.109	-0.931	0.587
CL_4033	6	835678	835680	0.006	-0.504	-0.307
CL_4034	6	1548317	1548319	0.084	0.154	-0.261
CL_4035	6	1103954	1103956	1.225	-0.968	0.384
CL_4036	6	1471220	1471222	0.256	-0.269	-0.465
CL_4037	6	1344864	1344866	-0.643	0.089	-1.376
CL_4038	6	1127713	1127715	-0.197	0.376	-1.048
CL_4039	6	573699	573701	0.751	-0.297	-0.718
CL_4040	6	1703319	1703321	-0.697	0.006	-0.525
CL_4041	6	1556499	1556501	-0.574	-0.496	-0.099
CL_4043	6	1417717	1417719	0.463	-1.523	-0.251
CL_4044	6	1255446	1255448	-0.865	0.887	-1.013
CL_4045	6	816981	816983	0.313	-0.608	-0.953
CL_4046	6	1461792	1461794	-0.306	0.351	0.17
CL_4047	6	1224096	1224098	0.126	-0.181	-1.7
CL_4048	6	1810099	1810101	-0.237	-0.807	-0.695
CL_4049	6	660102	660104	-0.697	0.852	-0.105
CL_4051	6	1681194	1681196	0.457	-0.368	-0.117
CL_4052	6	1589717	1589719	0.746	-0.998	1.216
CL_4053	6	1889590	1889592	0.783	-0.341	1.435
CL_4054	6	1261178	1261180	-0.594	0.841	-1.109
CL_4055	6	557186	557188	0.03	-0.471	-0.925
CL_4056	6	1464517	1464519	0.831	-0.942	0.73
CL_4057	6	617734	617736	-0.469	0.019	-0.9
CL_4058	6	1229116	1229118	-0.274	0.173	-0.663
CL_4059	6	818376	818378	0.412	-0.308	0.144
CL_4060	6	1638086	1638088	0.991	-1.611	0.434
CL_4061	6	720552	720554	1.069	-0.594	0.324
CL_4062	6	1928883	1928885	-1.646	1.299	-2.938
CL_4063	6	593906	593908	-1.323	0.218	-2.194
CL_4064	6	1254774	1254776	0.138	-0.356	-0.113
CL_4065	6	586986	586988	0.732	-0.424	0.068
CL_4066	6	1366566	1366568	-0.193	0.388	-0.173
CL_4067	6	543372	543374	-0.195	-0.012	0.333
CL_4068	6	950492	950494	0.99	0.218	0.217
CL_4069	6	765394	765396	-1.572	1.043	-1.799
CL_4070	6	1505935	1505937	0.634	-0.98	0.726
CL_4071	6	1916084	1916086	-1.776	0.808	-1.848
CL_4072	6	914454	914456	0.419	-1.105	0.117
CL_4073	6	1520338	1520340	-1.071	0.15	-1.541
CL_4074	6	520826	520828	-0.764	0.195	-0.861
CL_4075	6	1721083	1721085	-0.586	-0.192	-0.276
CL_4076	6	1955787	1955789	0.72	-0.926	0.1
CL_4077	6	1031212	1031214	0.896	-0.972	1.284
CL_4078	6	1467751	1467753	0.598	-0.203	0.418
CL_4079	6	1076267	1076269	-0.668	-0.107	-1.299
CL_4080	6	963431	963433	0.39	-0.961	-0.479
CL_4081	6	2070169	2070171	0.64	-1.557	0.25
CL_4082	6	1488292	1488294	-0.67	0.349	-1.344
CL_4083	6	1785709	1785711	-1.128	0.375	-1.585
CL_4084	6	822535	822537	0.792	-1.594	1.003
CL_4085	6	1883090	1883092	0.049	-0.413	0.22
CL_4086	6	2119251	2119253	0.852	-1.541	0.644
CL_4087	6	703971	703973	0.785	-1.181	-0.766
CL_4088	6	1196356	1196358	0.05	-0.276	0.367
CL_4089	6	821417	821419	0.808	-1.422	0.008
CL_4090	6	1737198	1737200	-0.422	-1.119	-1.027
CL_4091	6	1077702	1077704	0.295	-1.166	-0.75
CL_4092	6	805079	805081	-1.446	1.46	-2.355
CL_4093	6	959916	959918	0.868	-0.849	-0.061
CL_4094	6	2093420	2093422	0.097	0.582	0.307
CL_4095	6	1455319	1455321	0.346	-0.935	-1.084
CL_4096	6	1655618	1655620	-0.547	0.024	-1.174
CL_4097	6	2187108	2187110	-0.467	-0.643	-0.629
CL_4098	6	1224081	1224083	-0.063	0.112	-0.775
CL_4099	7	2221	2223	0.066	0.359	0.607
CL_4100	7	6599	6601	-0.484	0.357	-0.918
CL_4101	7	11024	11026	-0.307	0.321	-1.498
CL_4102	7	12816	12818	-2.142	1.759	-1.807
CL_4103	7	13731	13733	0.007	-0.708	0.451
CL_4104	7	7484	7486	0.663	-0.331	0.768
CL_4105	7	7347	7349	-0.702	0.036	0.059
CL_4106	7	16901	16903	-0.286	0.514	0.31
CL_4107	7	27393	27395	-0.131	-0.723	1.01
CL_4108	7	24345	24347	-0.692	-0.137	-0.245
CL_4109	7	42745	42747	1.04	-1.058	0.12
CL_4110	7	50194	50196	0.931	-0.496	0.854
CL_4111	7	29118	29120	0.938	-0.333	0.271
CL_4112	7	29385	29387	-0.621	-1.472	0.109
CL_4113	7	19393	19395	-0.095	0.063	0.576
CL_4114	7	68277	68279	0.079	0.564	0.403
CL_4115	7	73523	73525	0.97	-0.485	0.968
CL_4116	7	43329	43331	-0.052	-0.932	1.073
CL_4117	7	32459	32461	-1.193	1.361	-1.045
CL_4118	7	27041	27043	0.756	-0.582	0.745
CL_4119	7	71209	71211	-0.589	0.632	-0.528
CL_4120	7	38179	38181	-1.041	1.772	-1.086
CL_4121	7	76852	76854	-0.503	0.582	-0.542
CL_4122	7	71891	71893	-0.675	-0.647	-0.221
CL_4123	7	101027	101029	-1.568	1.048	-1.445
CL_4124	7	28324	28326	-0.341	-0.203	0.35
CL_4125	7	77292	77294	-1.407	1.846	-1.879
CL_4126	7	146512	146514	1.167	-0.714	0.375
CL_4127	7	118202	118204	-0.825	1.046	-1.019
CL_4128	7	71720	71722	0.635	-0.653	1.44
CL_4129	7	226657	226659	0.148	-1.247	0.25
CL_4130	7	194381	194383	-0.226	-0.929	-0.03
CL_4131	7	235227	235229	0.4	-0.939	-0.1
CL_4132	7	203525	203527	0.779	-0.789	1.374
CL_4133	7	224399	224401	0.714	-0.597	0.289
CL_4134	7	111729	111731	0.816	-2.345	0.407
CL_4135	7	234559	234561	0.212	-0.146	0.111
CL_4136	7	255050	255052	0.398	-0.148	0.045
CL_4137	7	94546	94548	-0.215	-0.583	-1.116
CL_4138	7	106482	106484	-0.188	1.293	0.238
CL_4139	7	174965	174967	0.323	-1.375	0.751
CL_4140	7	97308	97310	-1.778	2.16	-1.846
CL_4141	7	177162	177164	-0.689	0.415	-0.995
CL_4142	7	238698	238700	-1.023	1.867	-1.157
CL_4143	7	267430	267432	-1.666	2.259	-2.267
CL_4144	7	125881	125883	0.344	0.244	0.706
CL_4145	7	339186	339188	-0.562	-0.792	-0.805
CL_4146	7	197899	197901	-0.463	0.706	-2.039
CL_4147	7	177649	177651	-1.386	1.967	0.035
CL_4148	7	214669	214671	0.877	-0.765	-0.101
CL_4149	7	243819	243821	0.627	-0.554	0.484
CL_4150	7	165462	165464	0.166	-0.162	-0.325
CL_4152	7	374157	374159	0.655	-0.586	1.557
CL_4153	7	274938	274940	-0.155	-0.046	0.413
CL_4154	7	398403	398405	-0.271	-0.696	-0.549
CL_4155	7	301890	301892	-0.641	0.15	-0.502
CL_4156	7	218047	218049	0.585	-0.028	0.51
CL_4157	7	261817	261819	1.208	-1.353	0.588
CL_4158	7	162366	162368	-2.698	2.658	-1.628
CL_4159	7	204559	204561	-0.491	0.268	-0.194
CL_4160	7	383326	383328	0.493	-1.073	0.293
CL_4161	7	262592	262594	0.406	-0.483	-0.381
CL_4162	7	126949	126951	0.573	-1.001	1.373
CL_4163	7	115850	115852	-0.102	-0.136	-0.277
CL_4164	7	467710	467712	-2.475	2.592	-2.316
CL_4166	7	456429	456431	-3.149	2.79	-3.599
CL_4167	7	290611	290613	0.715	-1.205	0.295
CL_4168	7	241259	241261	0.909	-0.951	1.331
CL_4169	7	231958	231960	1.462	-1.357	1.088
CL_4170	7	498883	498885	-0.895	-0.564	-0.75
CL_4171	7	561540	561542	-0.193	0.202	0.359
CL_4172	7	138280	138282	-0.401	0.594	0.406
CL_4173	7	421530	421532	-0.532	0.087	0.527
CL_4174	7	471867	471869	0.142	-0.706	0.062
CL_4175	7	434817	434819	0.735	-1.312	0.437
CL_4176	7	437809	437811	0.208	-0.789	-0.047
CL_4177	7	392676	392678	-1.175	0.553	-0.797
CL_4178	7	484358	484360	-0.119	-0.801	0.448
CL_4179	7	317383	317385	-1.062	0.554	-1.376
CL_4180	7	294491	294493	0.596	-0.242	-0.641
CL_4181	7	527339	527341	-1.39	1.003	-1.498
CL_4182	7	337227	337229	0.841	0.922	1.289
CL_4183	7	600632	600634	0.84	0.779	0.601
CL_4184	7	542423	542425	1.032	1.026	1.306
CL_4185	7	171186	171188	0.656	0.942	0.893
CL_4186	7	570388	570390	1.078	1.123	1.049
CL_4187	7	594432	594434	0.8	1.218	1.06
CL_4188	7	575310	575312	1.205	0.612	0.63
CL_4189	7	495432	495434	0.637	1.393	0.909
CL_4190	7	460014	460016	0.879	1.424	0.923
CL_4192	7	627934	627936	0.446	1.132	0.678
CL_4193	7	358523	358525	1.138	0.617	0.751
CL_4194	7	694911	694913	1.138	0.849	1.123
CL_4195	7	504864	504866	0.724	0.801	0.95
CL_4196	7	664685	664687	0.627	1.397	1.297
CL_4197	7	622176	622178	0.788	0.934	0.537
CL_4198	7	389724	389726	1.333	1.347	0.636
CL_4199	7	421938	421940	1.023	0.589	1.178
CL_4200	7	387347	387349	0.468	0.775	1.321
CL_4201	7	244083	244085	1.09	0.803	0.538
CL_4202	7	600265	600267	0.733	0.867	0.747
CL_4203	7	232881	232883	1.276	0.908	1.142
