#X.UG	UG.End.1
Hs.279474	-500
Hs.301760	-233.787894248962
Hs.125124	-500
Hs.19056	500
Hs.101007	500
Hs.46531	500
Hs.405880	500
Hs.19851	-500
Hs.413781	-500
Hs.147259	-500
Hs.352656	500
Hs.438072	500
Hs.370168	500
Hs.512650	500
Hs.47312	500
Hs.176626	500
Hs.47122	500
Hs.3459	500
Hs.306094	500
Hs.437173	500
Hs.77221	500
Hs.128065	500
Hs.1869	-500
Hs.295449	-500
Hs.76913	-500
Hs.421986	500
Hs.287994	-500
Hs.93842	500
Hs.371278	-500
Hs.13026	-500
Hs.271916	500
Hs.265960	-500
Hs.325530	500
Hs.23862	-500
Hs.272299	500
Hs.356467	500
Hs.384598	-500
Hs.279609	-500
Hs.151134	-500
Hs.129673	67.4790306948125
Hs.254837	-500
Hs.128395	500
Hs.334507	500
Hs.508364	-500
Hs.436432	-500
Hs.88144	289.578957017511
Hs.435413	500
Hs.78524	500
Hs.83286	500
Hs.145384	-500
Hs.22111	500
Hs.258563	-500
Hs.118666	-500
Hs.383019	-500
Hs.44439	500
Hs.247734	500
Hs.433759	500
Hs.193400	500
Hs.498147	500
Hs.144442	500
Hs.332012	500
Hs.284135	-500
Hs.32156	-56.7842926830053
Hs.410477	115.472457837313
Hs.7764	500
Hs.29665	500
Hs.87889	-500
Hs.31037	500
Hs.13321	500
Hs.17267	-500
Hs.103853	-500
Hs.260750	500
Hs.31819	500
Hs.198273	500
Hs.104613	500
Hs.267150	500
Hs.12797	215.728364419192
Hs.178576	-500
Hs.257913	-500
Hs.439725	-500
Hs.171391	-500
Hs.127385	-500
Hs.29222	500
Hs.16695	500
Hs.413078	500
Hs.356050	-500
Hs.23723	500
Hs.76561	500
Hs.440661	500
Hs.381137	500
Hs.301065	-500
Hs.126372	500
Hs.82547	500
Hs.157401	500
Hs.104746	-500
Hs.356605	500
Hs.7327	-500
Hs.441254	500
Hs.2913	500
Hs.82128	-500
Hs.378199	-500
Hs.78601	-3.73417977243662
Hs.374950	500
Hs.364345	500
Hs.288856	-500
Hs.22047	-500
Hs.67197	500
Hs.67896	428.493528161198
Hs.423089	-500
Hs.8008	167.257476132363
Hs.12696	-500
Hs.28564	-500
Hs.57549	500
Hs.79339	500
Hs.355861	-500
Hs.182255	500
Hs.8361	500
Hs.37106	500
Hs.67201	500
Hs.99598	-500
Hs.502330	-500
Hs.448977	-500
Hs.306178	-340.173842851073
Hs.374596	-500
Hs.169611	500
Hs.153546	-500
Hs.44313	500
Hs.7750	500
Hs.184245	-500
Hs.387222	500
Hs.241471	-500
Hs.22293	-500
Hs.177386	-500
Hs.164495	-500
Hs.406590	-500
Hs.396644	-500
Hs.108923	-500
Hs.124962	221.64094960317
Hs.125201	500
Hs.371368	500
Hs.276754	500
Hs.119998	500
Hs.442630	500
Hs.4770	-500
Hs.368002	500
Hs.6748	500
Hs.195161	-500
Hs.439682	500
Hs.122575	500
Hs.16297	-500
Hs.85004	374.501484911889
Hs.418123	-500
Hs.180610	-500
Hs.246240	-500
Hs.458425	500
Hs.252839	500
Hs.75367	-500
Hs.404434	500
Hs.380169	500
Hs.334534	500
Hs.404706	489.276328589767
Hs.438972	-321.486101020128
Hs.15463	-500
Hs.445588	500
Hs.131494	500
Hs.437457	500
Hs.135224	500
Hs.146861	500
Hs.331601	500
Hs.81376	-500
Hs.127216	500
Hs.103849	500
Hs.59034	307.920093182474
Hs.367994	500
Hs.306864	-500
Hs.380110	-500
Hs.80042	500
Hs.361071	-500
Hs.149900	183.330839499831
Hs.110849	-465.232424903661
Hs.466664	500
Hs.268849	500
Hs.314828	-500
Hs.284289	-500
Hs.76205	500
Hs.356340	-500
Hs.387906	500
Hs.145140	500
Hs.992	-500
Hs.245372	-227.091654669493
Hs.268557	500
Hs.398093	-500
Hs.204041	-165.427869651467
Hs.274424	500
Hs.132327	-500
Hs.297792	-500
Hs.43141	-500
Hs.263812	500
Hs.343588	500
Hs.155942	500
Hs.109857	-500
Hs.26745	226.492343936116
Hs.22399	500
Hs.394916	500
Hs.292781	393.157671205699
Hs.142498	500
Hs.25882	-500
Hs.432000	410.581394098699
Hs.6019	4.96981898322701
Hs.131846	-230.147843249142
Hs.386224	500
Hs.404814	-500
Hs.389137	-500
Hs.519624	500
Hs.234734	500
Hs.85226	-500
Hs.31176	-500
Hs.15871	500
Hs.444529	-500
Hs.59319	-346.581747289747
Hs.12820	-500
Hs.411296	-64.6118260920048
Hs.433559	-500
Hs.315235	500
Hs.446501	-500
Hs.82389	-500
Hs.424907	500
Hs.446450	-500
Hs.62264	500
Hs.43549	500
Hs.346950	-500
Hs.222061	500
Hs.424926	500
Hs.276754	500
Hs.8077	322.922032792121
Hs.91481	500
Hs.127385	-500
Hs.97128	500
Hs.194718	500
Hs.43744	500
Hs.21757	500
Hs.167405	500
Hs.404	500
Hs.511620	-500
Hs.236494	500
Hs.445052	-500
Hs.511743	500
Hs.89627	-500
Hs.177548	500
Hs.256297	-188.660339917988
Hs.288986	-500
Hs.11101	-500
Hs.42735	500
Hs.444304	500
Hs.198612	-500
Hs.432787	500
Hs.129683	307.326528709382
Hs.118625	500
Hs.181244	-500
Hs.444252	500
Hs.170328	-500
Hs.113155	500
Hs.8042	500
Hs.440760	500
Hs.220629	500
Hs.3192	-500
Hs.63931	-500
Hs.278672	-500
Hs.368175	500
Hs.59943	500
Hs.508364	-500
Hs.211929	500
Hs.475033	487.666637636721
Hs.38481	-500
Hs.65412	-500
Hs.87372	-500
Hs.375560	500
Hs.343522	500
Hs.94875	-500
Hs.99430	500
Hs.380639	500
Hs.744	500
Hs.117767	500
Hs.132942	500
Hs.145575	500
Hs.239388	-500
Hs.512341	-500
Hs.75890	-500
Hs.76847	500
Hs.420639	-500
Hs.433898	500
Hs.406050	500
Hs.532590	500
Hs.522559	-500
Hs.276506	-401.671011932194
Hs.130969	500
Hs.408507	-500
Hs.312102	-500
Hs.441039	500
Hs.143434	-500
Hs.134497	-500
Hs.185018	500
Hs.268768	-500
Hs.2534	500
Hs.388014	500
Hs.22116	-500
Hs.523755	500
Hs.57687	-500
Hs.129952	-500
Hs.104476	-500
Hs.434872	500
Hs.26703	-500
Hs.155218	500
Hs.78344	-500
Hs.62661	-500
Hs.194498	-500
Hs.103982	-203.164163976908
Hs.406455	-500
Hs.76353	-500
Hs.433482	500
Hs.463797	500
Hs.323396	500
Hs.348153	500
Hs.302772	-500
Hs.9994	500
Hs.84522	500
Hs.431107	500
Hs.1227	500
Hs.119993	500
Hs.16063	500
Hs.24283	-500
Hs.30299	500
Hs.76239	-473.798799794167
Hs.76118	-500
Hs.458487	500
Hs.432842	500
Hs.92236	500
Hs.111903	500
Hs.10458	-500
Hs.182215	500
Hs.454808	-105.410211253911
Hs.27860	-500
Hs.238465	500
Hs.131127	500
Hs.44698	-500
Hs.334305	-500
Hs.298119	-500
Hs.355723	-500
Hs.15744	-500
Hs.129319	-500
Hs.451351	-61.0254122875631
Hs.160275	-476.136719807982
Hs.194686	-500
Hs.38044	-500
Hs.478000	500
Hs.11169	500
Hs.509207	500
Hs.173134	-500
Hs.436943	-500
Hs.528712	40.5139615759254
Hs.321766	402.224701829255
Hs.421107	500
Hs.128740	-500
Hs.169228	-500
Hs.369982	-500
Hs.198281	500
Hs.343874	-500
Hs.356386	500
Hs.311765	-74.92148084566
Hs.127394	500
Hs.332119	-500
Hs.102310	-500
Hs.191994	-500
Hs.355697	-500
Hs.43322	-500
Hs.429643	-500
Hs.288801	-500
Hs.112237	-500
Hs.470791	466.106394305825
Hs.81221	279.502188786864
Hs.78466	500
Hs.8910	-500
Hs.530291	-500
Hs.372571	456.633660942316
Hs.214039	-500
Hs.12853	-500
Hs.119803	-500
Hs.401062	500
Hs.246914	500
Hs.378757	-500
Hs.389415	500
Hs.3530	-500
Hs.4241	-500
Hs.380639	-500
Hs.376047	-500
Hs.132160	-500
Hs.15386	500
Hs.439200	500
Hs.81964	500
Hs.3353	-500
Hs.404119	500
Hs.10964	-500
Hs.23367	-500
Hs.489237	-500
Hs.436086	-500
Hs.151193	-500
Hs.437625	-500
Hs.2533	500
Hs.293970	-500
Hs.26813	-500
Hs.449864	500
Hs.436656	500
Hs.268768	-500
Hs.436086	-500
Hs.26411	500
Hs.439880	-500
Hs.181874	500
Hs.106688	500
Hs.344037	-500
Hs.435961	-500
Hs.28264	500
Hs.25035	-443.559696432203
Hs.300263	-500
Hs.13775	500
Hs.11923	500
Hs.88689	500
Hs.133089	500
Hs.405944	57.2528364136815
Hs.494456	-500
Hs.389964	-500
Hs.405873	-500
Hs.148845	-500
Hs.415842	-500
Hs.164682	204.225066117942
Hs.99029	-500
Hs.353454	500
Hs.18844	-500
Hs.364544	-500
Hs.130065	-500
Hs.269535	500
Hs.477083	-500
Hs.293224	-500
Hs.122077	500
Hs.411347	500
Hs.437646	-500
Hs.76640	-500
Hs.431173	-500
Hs.79516	500
Hs.378901	500
Hs.45180	-500
Hs.264494	500
Hs.103995	-228.324858471751
Hs.57698	-500
Hs.108332	500
Hs.158287	-500
Hs.181461	500
Hs.179909	500
Hs.371844	500
Hs.44677	500
Hs.44780	-500
Hs.11571	500
Hs.386404	500
Hs.384598	500
Hs.9552	-500
Hs.437625	-500
Hs.12853	-500
Hs.131726	500
Hs.368878	500
Hs.38034	-500
Hs.38114	-500
Hs.38218	-500
Hs.447624	500
Hs.1063	-401.863076258451
Hs.410197	-500
Hs.145894	500
Hs.19699	-500
Hs.132977	500
Hs.74471	500
Hs.75724	500
Hs.443057	500
Hs.125825	-500
Hs.20159	500
Hs.126881	-500
Hs.9196	-500
Hs.107253	500
Hs.144073	-500
Hs.3376	-500
Hs.180062	500
Hs.75375	-500
Hs.322735	-500
Hs.385995	500
Hs.429839	-500
Hs.406421	500
Hs.231971	-500
Hs.133082	-500
Hs.2890	-500
Hs.37092	-500
Hs.211580	500
Hs.249170	-500
Hs.310540	500
Hs.381282	270.314691588283
Hs.181097	500
Hs.479669	500
Hs.221811	-500
Hs.182577	500
Hs.118539	-500
Hs.283437	500
Hs.59892	-500
Hs.114948	-500
Hs.238756	500
Hs.416393	-500
Hs.432607	-237.654601223767
Hs.72660	-500
Hs.436896	-500
Hs.211556	500
Hs.390171	500
Hs.510796	-500
Hs.436082	500
Hs.470672	88.648903183639
Hs.120790	500
Hs.439046	-500
Hs.13662	-500
Hs.107526	500
Hs.104624	-500
Hs.43666	500
Hs.143046	-379.637109581381
Hs.445242	-500
Hs.106880	500
Hs.409829	-15.3461215086281
Hs.54697	-60.607329942286
Hs.436132	500
Hs.82568	500
Hs.152096	-500
Hs.150833	-500
Hs.75216	-500
Hs.433008	-500
Hs.76768	500
Hs.76422	-500
Hs.66708	500
Hs.166975	500
Hs.12409	500
Hs.421383	78.1627953983843
Hs.274230	500
Hs.152925	-500
Hs.13011	-500
Hs.61628	500
Hs.356509	500
Hs.437967	-500
Hs.349611	-500
Hs.121576	-500
Hs.433445	-500
Hs.93868	500
Hs.388375	-211.022072471678
Hs.58367	500
Hs.58679	500
Hs.71252	500
Hs.71371	500
Hs.25035	500
Hs.16362	-500
Hs.101850	500
Hs.248153	-189.770271535963
Hs.419995	384.037061594427
Hs.429180	-500
Hs.289019	-102.258522529155
Hs.401414	500
Hs.38481	500
Hs.407995	500
Hs.115617	500
Hs.246240	344.259703997523
Hs.20084	-500
Hs.198161	-500
Hs.309169	-500
Hs.143878	-500
Hs.125527	500
Hs.61117	-500
Hs.218017	-500
Hs.61094	-500
Hs.59773	-500
Hs.42343	-500
Hs.43481	500
Hs.279914	500
Hs.50850	500
Hs.134880	-500
Hs.522169	-500
Hs.435050	500
Hs.4849	-500
Hs.217297	-500
Hs.169998	-500
Hs.370374	500
Hs.191887	-500
Hs.446206	500
Hs.27769	500
Hs.292097	-500
Hs.444552	500
Hs.9597	236.805933527648
Hs.360026	-500
Hs.231444	500
Hs.436450	500
Hs.99962	-191.467166878283
Hs.2178	500
Hs.2178	-500
Hs.130865	-500
Hs.155975	500
Hs.356894	500
Hs.80680	500
Hs.88778	-500
Hs.361463	-500
Hs.82401	500
Hs.438040	500
Hs.406376	-500
Hs.343589	-500
Hs.340636	440.094640944153
Hs.132499	-500
Hs.29874	-500
Hs.29956	-500
Hs.120170	500
Hs.89663	500
Hs.37916	500
Hs.27160	500
Hs.224171	500
Hs.274264	500
Hs.247734	229.561657179147
Hs.180871	500
Hs.443227	-500
Hs.115897	500
Hs.355264	-394.02122143656
Hs.403972	-500
Hs.118947	500
Hs.203961	500
Hs.175218	-500
Hs.446621	500
Hs.238465	500
Hs.528652	500
Hs.494517	-500
Hs.244318	500
Hs.120893	-500
Hs.122138	500
Hs.446197	500
Hs.120026	500
Hs.183434	-500
Hs.7744	500
Hs.259412	500
Hs.43018	500
Hs.406602	-500
Hs.515696	-63.5284185409546
Hs.234265	500
Hs.434928	494.156484492123
Hs.274407	500
Hs.231411	-500
Hs.168913	-500
Hs.488562	500
Hs.355581	500
Hs.407912	189.844430424273
Hs.62	-500
Hs.333786	500
Hs.143436	472.111522685736
Hs.392837	-500
Hs.386092	500
Hs.369624	500
Hs.76941	-500
Hs.459987	-500
Hs.436169	-500
Hs.388162	-500
Hs.319946	103.381322696805
Hs.302690	500
Hs.126357	500
Hs.350268	-500
Hs.433736	500
Hs.220745	500
Hs.70312	500
Hs.189829	-500
Hs.333791	-500
Hs.58785	-500
Hs.58896	-500
Hs.128935	-500
Hs.68583	500
Hs.323079	500
Hs.267289	-500
Hs.57729	-500
Hs.374973	500
Hs.296941	500
Hs.301302	-127.076902426779
Hs.163546	500
Hs.433156	500
Hs.84063	-500
Hs.82173	156.459154095501
Hs.371468	500
Hs.283764	500
Hs.17631	-500
Hs.214174	500
Hs.170087	500
Hs.198161	500
Hs.500875	-500
Hs.437023	500
Hs.346736	-216.316310688853
Hs.34287	500
Hs.418004	492.890768218786
Hs.157307	-500
Hs.124940	500
Hs.272108	-95.0379623100162
Hs.865	500
Hs.121283	500
Hs.418012	-500
Hs.49994	-500
Hs.279746	500
Hs.43388	500
Hs.279580	-185.252733062953
Hs.417369	500
Hs.198612	500
Hs.83623	-500
Hs.63405	-500
Hs.21938	500
Hs.181174	500
Hs.479448	-500
Hs.252967	-500
Hs.175437	500
Hs.278388	-500
Hs.433416	-366.795803420246
Hs.433291	500
Hs.180403	-500
Hs.389996	-500
Hs.239444	-500
Hs.207428	-500
Hs.90606	500
Hs.240	-500
Hs.503358	-262.357590254396
Hs.271167	-500
Hs.279245	500
Hs.350321	-500
Hs.349499	500
Hs.75219	-500
Hs.181046	-500
Hs.356096	-500
Hs.8033	500
Hs.460317	500
Hs.22412	500
Hs.376803	500
Hs.405666	500
Hs.113503	500
Hs.4204	-500
Hs.432405	-500
Hs.36676	500
Hs.413501	-500
Hs.87	-500
Hs.132625	500
Hs.313068	-500
Hs.129873	500
Hs.150184	-500
Hs.38125	-500
Hs.209153	500
Hs.302418	500
Hs.408073	500
Hs.191395	485.173251945525
Hs.118625	500
Hs.208067	500
Hs.118962	500
Hs.442317	500
Hs.412527	-500
Hs.349470	500
Hs.92683	-500
Hs.439726	500
Hs.369055	500
Hs.172998	-500
Hs.128218	-500
Hs.7243	500
Hs.292570	-453.826745506376
Hs.116204	500
Hs.150825	500
Hs.191098	-500
Hs.163867	500
Hs.124112	500
Hs.9460	-500
Hs.315241	-500
Hs.62275	-500
Hs.128905	500
Hs.439767	500
Hs.254837	500
Hs.7517	-500
Hs.8083	-500
Hs.332382	-500
Hs.11355	-500
Hs.157925	-500
Hs.12332	-500
Hs.192881	-500
Hs.78829	-500
Hs.477728	-444.092394318432
Hs.71827	-500
Hs.24644	-500
Hs.152978	500
Hs.20103	500
Hs.374481	500
Hs.203755	-500
Hs.42219	500
Hs.438991	-204.449759330601
Hs.386198	-500
Hs.160275	500
Hs.78877	-500
Hs.5299	500
Hs.529171	500
Hs.106552	-500
Hs.169006	500
Hs.86905	500
Hs.208052	500
Hs.160275	-500
Hs.26023	-500
Hs.431668	500
Hs.61268	-500
Hs.120197	-500
Hs.43505	500
Hs.512309	-500
Hs.121025	500
Hs.374262	500
Hs.434870	500
Hs.403933	500
Hs.135052	370.265552774072
Hs.18442	-500
Hs.8518	500
Hs.8910	-500
Hs.10101	500
Hs.101448	-500
Hs.18048	-500
Hs.87539	183.389198500663
Hs.411347	-500
Hs.528354	-500
Hs.183646	91.644930653274
Hs.118513	500
Hs.16633	-500
Hs.7243	500
Hs.368598	-500
Hs.273333	500
Hs.119651	-167.412438895553
Hs.445778	500
Hs.132753	-500
Hs.369984	-500
Hs.371768	-500
Hs.190284	-483.852385077626
Hs.34114	500
Hs.24661	-500
Hs.24808	500
Hs.435048	500
Hs.433076	-500
Hs.43687	-500
Hs.443668	500
Hs.368238	-383.110495749861
Hs.91448	500
Hs.332119	-500
Hs.4980	-360.325737856328
Hs.262958	500
Hs.126995	-500
Hs.21701	-500
Hs.170162	-500
Hs.35962	-500
Hs.5476	500
Hs.443826	-500
Hs.241543	500
Hs.63304	500
Hs.114740	500
Hs.194369	500
Hs.8107	500
Hs.159651	-500
Hs.409585	500
Hs.50123	-500
Hs.31339	500
Hs.112272	-500
Hs.78146	-500
Hs.86958	500
Hs.45514	500
Hs.438891	-500
Hs.435105	-500
Hs.368549	500
Hs.241579	-500
Hs.406491	52.7894217520952
Hs.368895	-500
Hs.43097	441.983288619667
Hs.82292	-500
Hs.446534	-500
Hs.120	-500
Hs.31439	-375.051735900342
Hs.1076	-500
Hs.2421	500
Hs.512387	-500
Hs.709	500
Hs.134497	-500
Hs.98614	500
Hs.490253	-500
Hs.171942	-500
Hs.285829	-500
Hs.439880	500
Hs.112667	500
Hs.111894	500
Hs.192233	500
Hs.348446	-500
Hs.435982	-500
Hs.439171	-500
Hs.128402	500
Hs.211238	-500
Hs.194756	78.3593067899346
Hs.431279	10.0875645875931
Hs.180930	-500
Hs.242889	-500
Hs.435826	500
Hs.519765	-500
Hs.173381	-500
Hs.130119	30.508276540786
Hs.421430	-500
Hs.203862	-500
Hs.29444	500
Hs.331148	-500
Hs.416854	500
Hs.129836	500
Hs.114076	-500
Hs.24024	-500
Hs.42712	500
Hs.443657	500
Hs.294083	-500
Hs.11342	-500
Hs.159629	500
Hs.78563	500
Hs.151518	500
Hs.14839	-500
Hs.339	-143.397012725472
Hs.96149	-375.236079562455
Hs.26612	-500
Hs.86088	500
Hs.26333	500
Hs.446406	500
Hs.385945	-500
Hs.187199	500
Hs.144904	-500
Hs.22630	-500
Hs.48291	-500
Hs.31731	-500
Hs.530628	-500
Hs.105134	500
Hs.210013	500
Hs.532288	500
Hs.317095	500
Hs.75238	-500
Hs.510743	-500
Hs.296323	-114.554599858820
Hs.528387	-500
Hs.407933	500
Hs.523873	-500
Hs.408182	500
Hs.413083	-500
Hs.380138	500
Hs.181301	500
Hs.130774	500
Hs.388164	-500
Hs.24183	453.505436889827
Hs.241535	-500
Hs.190161	500
Hs.153260	-500
Hs.46735	-500
Hs.201362	-500
Hs.167344	-500
Hs.414183	-500
Hs.84131	500
Hs.489044	500
Hs.283749	500
Hs.135554	500
Hs.437846	500
Hs.173933	-500
Hs.1288	-500
Hs.227115	500
Hs.249129	-500
Hs.105941	-500
Hs.99171	-500
Hs.249200	500
Hs.301974	500
Hs.442733	500
Hs.179770	-500
Hs.356623	-500
Hs.435724	-500
Hs.222581	500
Hs.114322	500
Hs.51965	-500
Hs.413513	500
Hs.132377	45.7666604779661
Hs.33024	-500
Hs.259664	500
Hs.25925	-500
Hs.119887	-457.889945246279
Hs.435935	-500
Hs.16360	500
Hs.7159	-500
Hs.191539	-500
Hs.318773	-52.6476697996259
Hs.197071	-500
Hs.20157	-500
Hs.310320	-500
Hs.307084	-320.506875868887
Hs.130086	-500
Hs.27621	-500
Hs.49597	-500
Hs.396783	-500
Hs.380774	500
Hs.155165	500
Hs.348308	-500
Hs.14623	500
Hs.360509	-500
Hs.433702	-353.526163380593
Hs.1395	500
Hs.130958	500
Hs.115474	500
Hs.1023	-500
Hs.1908	-500
Hs.303720	500
Hs.235557	-500
Hs.113882	-500
Hs.94953	-500
Hs.494517	500
Hs.446197	-500
Hs.433461	-500
Hs.77091	-500
Hs.2490	500
Hs.79141	500
Hs.56845	-500
Hs.411826	-500
Hs.369253	500
Hs.115246	500
Hs.128696	500
Hs.352588	-500
Hs.160013	-500
Hs.512330	500
Hs.69499	-500
Hs.3844	-500
Hs.155090	500
Hs.414407	-447.759740054607
Hs.436944	-67.0731929130852
Hs.8867	-500
Hs.5409	500
Hs.301175	-500
Hs.282346	500
Hs.288555	83.7542046792805
Hs.213327	-418.826804962009
Hs.41565	500
Hs.387667	500
Hs.22216	-78.6339910700917
Hs.26550	-500
Hs.65734	-500
Hs.114318	500
Hs.167746	500
Hs.153003	500
Hs.11590	500
Hs.282386	500
Hs.131813	-500
Hs.25846	500
Hs.460159	500
Hs.98324	-475.231341551989
Hs.460107	500
Hs.17118	438.223725650460
Hs.1674	500
Hs.506182	-500
Hs.368078	-500
Hs.134932	500
Hs.2707	-500
Hs.437398	500
Hs.288300	500
Hs.194385	-500
Hs.438233	-500
Hs.410745	-500
Hs.197922	-500
Hs.25274	-260.626105591655
Hs.17109	-500
Hs.269902	-500
Hs.433797	500
Hs.405666	500
Hs.75835	500
Hs.131010	-500
Hs.96867	500
Hs.406377	-500
Hs.280305	304.632857441902
Hs.348342	500
Hs.207134	500
Hs.159492	-500
Hs.102696	-500
Hs.514833	500
Hs.78869	500
Hs.255230	500
Hs.2178	-500
Hs.495128	-500
Hs.75445	500
Hs.29285	500
Hs.367811	-500
Hs.232115	500
Hs.196769	-500
Hs.183650	500
Hs.114931	-500
Hs.99601	500
Hs.325081	-500
Hs.411366	-500
Hs.2227	-500
Hs.16229	-500
Hs.6090	500
Hs.183646	-500
Hs.374987	-500
Hs.334612	500
Hs.24596	-500
Hs.352768	-500
Hs.55173	-500
Hs.227835	-500
Hs.435970	84.0481743216515
Hs.456026	500
Hs.495172	-500
Hs.385	-500
Hs.72879	-500
Hs.250615	500
Hs.11615	-500
Hs.433838	500
Hs.418175	500
Hs.438240	500
Hs.29911	-500
Hs.249170	-500
Hs.448627	500
Hs.437943	-197.351325768977
Hs.102941	500
Hs.289848	500
Hs.119887	500
Hs.239444	-500
Hs.352702	-500
Hs.440478	500
Hs.388160	-500
Hs.375214	-366.937501821667
Hs.374649	500
Hs.75497	-500
Hs.444818	500
Hs.352588	-500
Hs.22302	500
Hs.38070	500
Hs.114062	-500
Hs.49587	-500
Hs.49658	-500
Hs.28081	-500
Hs.368077	-500
Hs.12532	500
Hs.17518	-500
Hs.235116	500
Hs.380135	500
Hs.151777	-500
Hs.278994	-500
Hs.423935	-500
Hs.114366	500
Hs.78867	500
Hs.437162	-500
Hs.404525	500
Hs.388163	-500
Hs.82240	-500
Hs.405972	-500
Hs.13781	500
Hs.468538	-500
Hs.14453	-500
Hs.406530	-500
Hs.25333	500
Hs.14968	-500
Hs.379991	-500
Hs.449207	-500
Hs.29679	500
Hs.132755	500
Hs.407934	500
Hs.62767	500
Hs.58241	195.196054410189
Hs.5978	-500
Hs.258576	32.4392388574779
Hs.189690	500
Hs.51299	500
Hs.74565	-500
Hs.9194	-167.972580529749
Hs.251531	500
Hs.435124	-500
Hs.253236	500
Hs.177136	-500
Hs.356590	500
Hs.311054	500
Hs.118608	-500
Hs.73853	-252.721670549363
Hs.81118	-500
Hs.198468	-500
Hs.186579	-500
Hs.369452	-500
Hs.126995	-500
Hs.175515	-199.888297356665
Hs.194423	500
Hs.434974	-500
Hs.296317	500
Hs.253254	500
Hs.480085	500
Hs.436664	500
Hs.193632	-500
Hs.155942	-500
Hs.75798	-500
Hs.20142	500
Hs.9691	500
Hs.339577	-500
Hs.369253	-500
Hs.528679	245.153303258121
Hs.14074	-500
Hs.404263	-500
Hs.20281	500
Hs.249591	-500
Hs.255158	500
Hs.440769	305.743182543665
Hs.209587	-500
Hs.7854	500
Hs.44277	500
Hs.18720	7.04010482877493
Hs.386532	-500
Hs.11170	500
Hs.253236	-500
Hs.42400	298.120803199708
Hs.353090	-500
Hs.257556	500
Hs.387906	163.252693600953
Hs.448589	500
Hs.436376	500
Hs.147717	500
